"V1" "V11"
"4881" "T10B10.4" "WBGene00011681"
"4882" "T10C6.5" "WBGene00011687"
"4883" "T10C6.6" "WBGene00011688"
"4884" "T10C6.10" "WBGene00011691"
"4885" "T10G3.3" "WBGene00011694"
"4886" "eea-1" "WBGene00011696"
"4887" "T11A5.6" "WBGene00011705"
"4888" "T11B7.1" "WBGene00011706"
"4889" "T11B7.2" "WBGene00011707"
"4890" "T11F9.12" "WBGene00011713"
"4891" "T11G6.2" "WBGene00011717"
"4892" "T11G6.3" "WBGene00011718"
"4893" "T11G6.5" "WBGene00011720"
"4894" "T11G6.7" "WBGene00011721"
"4895" "T11G6.8" "WBGene00011722"
"4896" "T12A7.2" "WBGene00011723"
"4897" "T12A7.6" "WBGene00011727"
"4898" "set-16" "WBGene00011729"
"4899" "drr-2" "WBGene00011730"
"4900" "acbp-5" "WBGene00011731"
"4901" "arrd-17" "WBGene00011732"
"4902" "T12D8.5" "WBGene00011733"
"4903" "mlc-5" "WBGene00011734"
"4904" "hip-1" "WBGene00011735"
"4905" "T12D8.9" "WBGene00011736"
"4906" "sqst-1" "WBGene00011737"
"4907" "T12G3.2" "WBGene00011738"
"4908" "T12G3.4" "WBGene00011739"
"4909" "mrpl-51" "WBGene00011740"
"4910" "T12G3.6" "WBGene00011741"
"4911" "T12G3.7" "WBGene00011742"
"4912" "T13F2.2" "WBGene00011743"
"4913" "T13F2.6" "WBGene00011746"
"4914" "sna-2" "WBGene00011747"
"4915" "T13F2.9" "WBGene00011748"
"4916" "ssp-36" "WBGene00011749"
"4917" "T13F3.6" "WBGene00011753"
"4918" "T13H5.1" "WBGene00011755"
"4919" "ctg-2" "WBGene00011756"
"4920" "T13H5.4" "WBGene00011758"
"4921" "mrps-18B" "WBGene00011759"
"4922" "T13H5.6" "WBGene00011760"
"4923" "T13H5.8" "WBGene00011761"
"4924" "T14D7.1" "WBGene00011767"
"4925" "oac-46" "WBGene00011768"
"4926" "T14G8.3" "WBGene00011771"
"4927" "ttr-53" "WBGene00011773"
"4928" "ttr-54" "WBGene00011774"
"4929" "T14G10.5" "WBGene00011775"
"4930" "hpo-5" "WBGene00011776"
"4931" "T14G10.8" "WBGene00011777"
"4932" "T15H9.2" "WBGene00011788"
"4933" "T15H9.4" "WBGene00011789"
"4934" "T15H9.5" "WBGene00011790"
"4935" "T16A9.3" "WBGene00011793"
"4936" "nep-21" "WBGene00011794"
"4937" "T16A9.5" "WBGene00011795"
"4938" "T16G1.9" "WBGene00011802"
"4939" "T16G12.1" "WBGene00011803"
"4940" "T16G12.3" "WBGene00011804"
"4941" "T16G12.4" "WBGene00011805"
"4942" "ekl-6" "WBGene00011806"
"4943" "T16G12.6" "WBGene00011807"
"4944" "T16G12.7" "WBGene00011808"
"4945" "T16G12.8" "WBGene00011809"
"4946" "T16G12.9" "WBGene00011810"
"4947" "T16H12.1" "WBGene00011811"
"4948" "T16H12.2" "WBGene00011812"
"4949" "T16H12.3" "WBGene00011813"
"4950" "bath-43" "WBGene00011815"
"4951" "T18D3.1" "WBGene00011820"
"4952" "T18D3.6" "WBGene00011823"
"4953" "T18D3.7" "WBGene00011824"
"4954" "T18D3.9" "WBGene00011826"
"4955" "T19A6.1" "WBGene00011827"
"4956" "nepr-1" "WBGene00011828"
"4957" "T19B10.2" "WBGene00011831"
"4958" "T19B10.3" "WBGene00011832"
"4959" "T19B10.5" "WBGene00011833"
"4960" "dvc-1" "WBGene00011834"
"4961" "T19B10.8" "WBGene00011835"
"4962" "T19H5.4" "WBGene00011849"
"4963" "T20B3.1" "WBGene00011850"
"4964" "T20D3.2" "WBGene00011856"
"4965" "T20D3.3" "WBGene00011857"
"4966" "T20D3.5" "WBGene00011858"
"4967" "T20D3.6" "WBGene00011859"
"4968" "T20D3.8" "WBGene00011860"
"4969" "T20D3.11" "WBGene00011862"
"4970" "T20F10.2" "WBGene00011864"
"4971" "chc-1" "WBGene00011867"
"4972" "best-18" "WBGene00011868"
"4973" "dod-6" "WBGene00011869"
"4974" "T20G5.9" "WBGene00011871"
"4975" "blos-1" "WBGene00011872"
"4976" "T20G5.14" "WBGene00011875"
"4977" "pho-7" "WBGene00011879"
"4978" "T21B6.3" "WBGene00011880"
"4979" "mrpl-50" "WBGene00011883"
"4980" "enol-1" "WBGene00011884"
"4981" "T21B10.3" "WBGene00011885"
"4982" "T21B10.4" "WBGene00011886"
"4983" "set-17" "WBGene00011887"
"4984" "cutl-15" "WBGene00011888"
"4985" "mics-1" "WBGene00011890"
"4986" "del-6" "WBGene00011891"
"4987" "T21C9.4" "WBGene00011892"
"4988" "T21C9.6" "WBGene00011893"
"4989" "scpl-4" "WBGene00011897"
"4990" "T21C9.13" "WBGene00011898"
"4991" "T21C12.4" "WBGene00011900"
"4992" "hlb-1" "WBGene00011904"
"4993" "T21H8.5" "WBGene00011905"
"4994" "pash-1" "WBGene00011908"
"4995" "T22A3.6" "WBGene00011909"
"4996" "T22B3.2" "WBGene00011910"
"4997" "T22B3.3" "WBGene00011911"
"4998" "T22C1.1" "WBGene00011912"
"4999" "glb-26" "WBGene00011913"
"5000" "T22C1.3" "WBGene00011914"
"5001" "T22C1.4" "WBGene00011915"
"5002" "T22C1.5" "WBGene00011916"
"5003" "T22C1.6" "WBGene00011917"
"5004" "T22C1.8" "WBGene00011918"
"5005" "T22C1.9" "WBGene00011919"
"5006" "T22C1.11" "WBGene00011920"
"5007" "T22C8.3" "WBGene00011924"
"5008" "T22G5.3" "WBGene00011930"
"5009" "sptl-3" "WBGene00011932"
"5010" "scrm-1" "WBGene00011935"
"5011" "pgrn-1" "WBGene00011936"
"5012" "alh-13" "WBGene00011938"
"5013" "prmt-3" "WBGene00011939"
"5014" "T23B5.3" "WBGene00011940"
"5015" "T23B5.4" "WBGene00011941"
"5016" "T23F6.3" "WBGene00011951"
"5017" "ppm-2" "WBGene00011953"
"5018" "T23F11.2" "WBGene00011954"
"5019" "T23F11.4" "WBGene00011956"
"5020" "T23G4.3" "WBGene00011959"
"5021" "T23G5.2" "WBGene00011962"
"5022" "saeg-2" "WBGene00011964"
"5023" "T23G7.2" "WBGene00011965"
"5024" "T23G7.3" "WBGene00011966"
"5025" "pir-1" "WBGene00011967"
"5026" "T23G11.1" "WBGene00011968"
"5027" "T23G11.4" "WBGene00011969"
"5028" "rlbp-1" "WBGene00011970"
"5029" "lron-9" "WBGene00011971"
"5030" "T23G11.7" "WBGene00011972"
"5031" "T23G11.10" "WBGene00011973"
"5032" "T24B1.1" "WBGene00011975"
"5033" "T24B8.2" "WBGene00011976"
"5034" "T24B8.4" "WBGene00011978"
"5035" "T24B8.7" "WBGene00011980"
"5036" "T24C2.2" "WBGene00011981"
"5037" "T24D1.2" "WBGene00011985"
"5038" "T24D1.3" "WBGene00011986"
"5039" "har-2" "WBGene00011988"
"5040" "T24D5.2" "WBGene00011990"
"5041" "T24D5.5" "WBGene00011993"
"5042" "samp-1" "WBGene00011994"
"5043" "rsf-1" "WBGene00011995"
"5044" "T24H10.1" "WBGene00012000"
"5045" "T24H10.4" "WBGene00012002"
"5046" "T24H10.5" "WBGene00012003"
"5047" "dyrb-1" "WBGene00012004"
"5048" "jun-1" "WBGene00012005"
"5049" "T25B9.1" "WBGene00012007"
"5050" "T25B9.2" "WBGene00012008"
"5051" "T25B9.4" "WBGene00012010"
"5052" "T25B9.5" "WBGene00012011"
"5053" "T25B9.6" "WBGene00012012"
"5054" "T25B9.8" "WBGene00012014"
"5055" "T25B9.9" "WBGene00012015"
"5056" "T25C12.3" "WBGene00012018"
"5057" "dkf-2" "WBGene00012019"
"5058" "gyg-2" "WBGene00012020"
"5059" "T25E12.6" "WBGene00012021"
"5060" "T25G3.1" "WBGene00012029"
"5061" "T25G3.4" "WBGene00012031"
"5062" "T26C5.3" "WBGene00012033"
"5063" "T26C5.4" "WBGene00012034"
"5064" "T26E3.4" "WBGene00012037"
"5065" "T26F2.2" "WBGene00012058"
"5066" "T26G10.1" "WBGene00012059"
"5067" "cpd-2" "WBGene00012073"
"5068" "T27A8.2" "WBGene00012074"
"5069" "T27D12.1" "WBGene00012085"
"5070" "T27E7.1" "WBGene00012087"
"5071" "T27E9.2" "WBGene00012094"
"5072" "pssy-2" "WBGene00012095"
"5073" "abcf-2" "WBGene00012097"
"5074" "sipa-1" "WBGene00012100"
"5075" "zip-10" "WBGene00012101"
"5076" "T27F6.1" "WBGene00012102"
"5077" "clec-12" "WBGene00012103"
"5078" "sygl-1" "WBGene00012104"
"5079" "T27F6.6" "WBGene00012105"
"5080" "T27F6.7" "WBGene00012106"
"5081" "T28A8.3" "WBGene00012109"
"5082" "T28A8.4" "WBGene00012110"
"5083" "T28A8.5" "WBGene00012111"
"5084" "T28A8.6" "WBGene00012112"
"5085" "T28B8.1" "WBGene00012113"
"5086" "T28B8.3" "WBGene00012114"
"5087" "T28B8.4" "WBGene00012115"
"5088" "T28B11.1" "WBGene00012117"
"5089" "grsp-2" "WBGene00012118"
"5090" "T28C6.5" "WBGene00012120"
"5091" "T28C6.7" "WBGene00012121"
"5092" "T28C6.8" "WBGene00012122"
"5093" "T28D6.4" "WBGene00012124"
"5094" "T28D6.5" "WBGene00012125"
"5095" "T28D6.6" "WBGene00012126"
"5096" "T28D6.7" "WBGene00012127"
"5097" "nra-1" "WBGene00012128"
"5098" "T28F3.4" "WBGene00012130"
"5099" "T28F3.8" "WBGene00012134"
"5100" "T28F4.1" "WBGene00012136"
"5101" "T28F4.3" "WBGene00012138"
"5102" "T28F4.4" "WBGene00012139"
"5103" "T28F4.5" "WBGene00012140"
"5104" "T28F4.6" "WBGene00012141"
"5105" "T28H10.1" "WBGene00012142"
"5106" "T28H10.3" "WBGene00012144"
"5107" "VB0393L.2" "WBGene00012146"
"5108" "inos-1" "WBGene00012148"
"5109" "VF13D12L.3" "WBGene00012149"
"5110" "syx-17" "WBGene00012150"
"5111" "ebp-2" "WBGene00012156"
"5112" "adbp-1" "WBGene00012157"
"5113" "ucr-2.1" "WBGene00012158"
"5114" "VY10G11R.1" "WBGene00012159"
"5115" "VY35H6BL.1" "WBGene00012160"
"5116" "VY35H6BL.2" "WBGene00012161"
"5117" "W01A8.2" "WBGene00012164"
"5118" "cutl-6" "WBGene00012165"
"5119" "nuo-6" "WBGene00012166"
"5120" "W01A8.5" "WBGene00012167"
"5121" "W01B6.2" "WBGene00012169"
"5122" "W01B6.4" "WBGene00012171"
"5123" "W01B6.5" "WBGene00012172"
"5124" "W01B6.6" "WBGene00012173"
"5125" "W01B6.8" "WBGene00012174"
"5126" "decr-1.2" "WBGene00012177"
"5127" "W01D2.1" "WBGene00012179"
"5128" "W01D2.3" "WBGene00012180"
"5129" "osta-3" "WBGene00012182"
"5130" "mnr-1" "WBGene00012184"
"5131" "W01F3.2" "WBGene00012185"
"5132" "rpb-11" "WBGene00012187"
"5133" "W01G7.4" "WBGene00012188"
"5134" "W02A2.4" "WBGene00012189"
"5135" "W02A2.8" "WBGene00012191"
"5136" "W02A11.1" "WBGene00012192"
"5137" "vps-25" "WBGene00012193"
"5138" "toe-4" "WBGene00012194"
"5139" "bath-34" "WBGene00012195"
"5140" "bath-35" "WBGene00012196"
"5141" "W02B8.2" "WBGene00012198"
"5142" "W02B12.1" "WBGene00012201"
"5143" "W02B12.4" "WBGene00012202"
"5144" "rga-1" "WBGene00012203"
"5145" "mfn-1" "WBGene00012204"
"5146" "W02B12.10" "WBGene00012205"
"5147" "W02B12.11" "WBGene00012206"
"5148" "W02B12.12" "WBGene00012207"
"5149" "W02D9.2" "WBGene00012208"
"5150" "hmg-20" "WBGene00012209"
"5151" "W02D9.4" "WBGene00012210"
"5152" "W02D9.7" "WBGene00012213"
"5153" "W02D9.10" "WBGene00012216"
"5154" "W02H3.1" "WBGene00012217"
"5155" "W03C9.1" "WBGene00012219"
"5156" "W03C9.2" "WBGene00012220"
"5157" "W03C9.5" "WBGene00012221"
"5158" "W03C9.6" "WBGene00012222"
"5159" "W03C9.8" "WBGene00012223"
"5160" "W03G11.4" "WBGene00012226"
"5161" "W03H9.2" "WBGene00012228"
"5162" "cacn-1" "WBGene00012230"
"5163" "W04A4.2" "WBGene00012231"
"5164" "W04A4.4" "WBGene00012233"
"5165" "W04A4.5" "WBGene00012234"
"5166" "W04A8.1" "WBGene00012236"
"5167" "W04A8.2" "WBGene00012237"
"5168" "W04A8.6" "WBGene00012241"
"5169" "W04D2.4" "WBGene00012243"
"5170" "mrps-11" "WBGene00012244"
"5171" "W04D2.6" "WBGene00012245"
"5172" "W04E12.2" "WBGene00012247"
"5173" "W04E12.4" "WBGene00012249"
"5174" "W04E12.5" "WBGene00012250"
"5175" "clec-49" "WBGene00012251"
"5176" "clec-50" "WBGene00012253"
"5177" "W04G3.5" "WBGene00012258"
"5178" "sulp-7" "WBGene00012259"
"5179" "dhc-4" "WBGene00012272"
"5180" "W05B2.7" "WBGene00012273"
"5181" "W05B5.1" "WBGene00012274"
"5182" "his-74" "WBGene00012276"
"5183" "ccch-3" "WBGene00012277"
"5184" "W05E10.1" "WBGene00012280"
"5185" "W06A7.2" "WBGene00012291"
"5186" "W06A7.4" "WBGene00012293"
"5187" "nspa-8" "WBGene00012294"
"5188" "nmat-1" "WBGene00012295"
"5189" "spe-46" "WBGene00012296"
"5190" "W06D4.3" "WBGene00012297"
"5191" "prmt-7" "WBGene00012298"
"5192" "W06D11.1" "WBGene00012299"
"5193" "W06D11.3" "WBGene00012301"
"5194" "dot-1.3" "WBGene00012302"
"5195" "W06F12.2" "WBGene00012306"
"5196" "W06F12.3" "WBGene00012307"
"5197" "immt-2" "WBGene00012315"
"5198" "ctps-1" "WBGene00012316"
"5199" "ztf-6" "WBGene00012317"
"5200" "W07A8.2" "WBGene00012319"
"5201" "rhy-1" "WBGene00012324"
"5202" "W07E11.1" "WBGene00012326"
"5203" "zip-3" "WBGene00012330"
"5204" "W07G4.3" "WBGene00012337"
"5205" "W07G4.5" "WBGene00012339"
"5206" "catp-6" "WBGene00012341"
"5207" "mtr-4" "WBGene00012342"
"5208" "W08E3.2" "WBGene00012343"
"5209" "ola-1" "WBGene00012344"
"5210" "W08E3.4" "WBGene00012345"
"5211" "W08G11.3" "WBGene00012347"
"5212" "pptr-1" "WBGene00012348"
"5213" "W09C5.1" "WBGene00012351"
"5214" "dkf-1" "WBGene00012352"
"5215" "W09C5.7" "WBGene00012353"
"5216" "W09C5.8" "WBGene00012354"
"5217" "W09D6.1" "WBGene00012356"
"5218" "W09D6.4" "WBGene00012357"
"5219" "W09D6.5" "WBGene00012358"
"5220" "W09D10.1" "WBGene00012359"
"5221" "tat-3" "WBGene00012360"
"5222" "mrpl-12" "WBGene00012361"
"5223" "W09D10.4" "WBGene00012362"
"5224" "W09D10.5" "WBGene00012363"
"5225" "W09D12.1" "WBGene00012364"
"5226" "W09G3.1" "WBGene00012365"
"5227" "fbxa-93" "WBGene00012368"
"5228" "W09G3.6" "WBGene00012369"
"5229" "W09G3.7" "WBGene00012370"
"5230" "W09H1.3" "WBGene00012373"
"5231" "W09H1.4" "WBGene00012374"
"5232" "mecr-1" "WBGene00012375"
"5233" "nduf-7" "WBGene00012376"
"5234" "Y1A5A.1" "WBGene00012379"
"5235" "ttr-16" "WBGene00012382"
"5236" "ttr-17" "WBGene00012383"
"5237" "Y5F2A.4" "WBGene00012385"
"5238" "agef-1" "WBGene00012386"
"5239" "Y6B3B.1" "WBGene00012387"
"5240" "Y6B3B.3" "WBGene00012388"
"5241" "Y6B3B.4" "WBGene00012389"
"5242" "Y6B3B.5" "WBGene00012390"
"5243" "Y6B3B.7" "WBGene00012391"
"5244" "Y6B3B.9" "WBGene00012393"
"5245" "Y6D1A.1" "WBGene00012395"
"5246" "irld-57" "WBGene00012401"
"5247" "sfxn-1.3" "WBGene00012402"
"5248" "ztf-25" "WBGene00012405"
"5249" "Y7A5A.1" "WBGene00012407"
"5250" "Y10G11A.1" "WBGene00012423"
"5251" "Y11D7A.3" "WBGene00012428"
"5252" "Y11D7A.10" "WBGene00012434"
"5253" "flh-1" "WBGene00012435"
"5254" "flh-3" "WBGene00012436"
"5255" "Y12A6A.1" "WBGene00012439"
"5256" "Y15E3A.4" "WBGene00012443"
"5257" "Y16B4A.2" "WBGene00012445"
"5258" "Y17D7B.4" "WBGene00012452"
"5259" "acbp-6" "WBGene00012457"
"5260" "ash-2" "WBGene00012458"
"5261" "Y17G7B.3" "WBGene00012459"
"5262" "dhps-1" "WBGene00012460"
"5263" "Y17G7B.8" "WBGene00012462"
"5264" "Y17G7B.10" "WBGene00012463"
"5265" "Y17G7B.13" "WBGene00012466"
"5266" "Y17G7B.17" "WBGene00012468"
"5267" "Y17G7B.18" "WBGene00012469"
"5268" "Y17G7B.19" "WBGene00012470"
"5269" "Y17G7B.20" "WBGene00012471"
"5270" "Y17G7B.21" "WBGene00012472"
"5271" "attf-6" "WBGene00012474"
"5272" "Y18D10A.3" "WBGene00012476"
"5273" "Y18D10A.8" "WBGene00012478"
"5274" "Y18D10A.9" "WBGene00012479"
"5275" "Y18D10A.11" "WBGene00012481"
"5276" "Y18D10A.16" "WBGene00012483"
"5277" "car-1" "WBGene00012484"
"5278" "fbxa-121" "WBGene00012485"
"5279" "Y18D10A.21" "WBGene00012486"
"5280" "fbxb-7" "WBGene00012492"
"5281" "Y24F12A.1" "WBGene00012496"
"5282" "ragc-1" "WBGene00012497"
"5283" "Y24F12A.3" "WBGene00012498"
"5284" "Y26D4A.12" "WBGene00012509"
"5285" "ekl-5" "WBGene00012512"
"5286" "Y26E6A.2" "WBGene00012513"
"5287" "Y26E6A.3" "WBGene00012514"
"5288" "Y32B12B.2" "WBGene00012522"
"5289" "Y32B12B.4" "WBGene00012524"
"5290" "set-22" "WBGene00012527"
"5291" "pap-1" "WBGene00012528"
"5292" "Y32F6B.1" "WBGene00012531"
"5293" "Y37A1A.3" "WBGene00012536"
"5294" "nkcc-1" "WBGene00012543"
"5295" "Y37D8A.2" "WBGene00012544"
"5296" "Y37D8A.3" "WBGene00012545"
"5297" "Y37D8A.4" "WBGene00012546"
"5298" "Y37D8A.5" "WBGene00012547"
"5299" "Y37D8A.6" "WBGene00012548"
"5300" "Y37D8A.8" "WBGene00012549"
"5301" "hpo-21" "WBGene00012550"
"5302" "cec-7" "WBGene00012551"
"5303" "Y37D8A.12" "WBGene00012552"
"5304" "cco-2" "WBGene00012553"
"5305" "Y37D8A.16" "WBGene00012554"
"5306" "Y37D8A.17" "WBGene00012555"
"5307" "mrps-10" "WBGene00012556"
"5308" "Y37D8A.19" "WBGene00012557"
"5309" "Y37D8A.21" "WBGene00012558"
"5310" "epg-3" "WBGene00012559"
"5311" "Y37D8A.25" "WBGene00012560"
"5312" "Y37H2A.1" "WBGene00012562"
"5313" "fbxa-107" "WBGene00012564"
"5314" "fbxa-210" "WBGene00012565"
"5315" "fbxa-211" "WBGene00012566"
"5316" "Y37H2A.7" "WBGene00012567"
"5317" "fbxa-212" "WBGene00012568"
"5318" "fbxc-46" "WBGene00012569"
"5319" "Y37H9A.1" "WBGene00012576"
"5320" "Y37H9A.3" "WBGene00012578"
"5321" "clec-4" "WBGene00012583"
"5322" "ceh-100" "WBGene00012584"
"5323" "lips-15" "WBGene00012585"
"5324" "Y38E10A.14" "WBGene00012592"
"5325" "Y38E10A.17" "WBGene00012595"
"5326" "nhr-234" "WBGene00012596"
"5327" "Y38E10A.22" "WBGene00012600"
"5328" "Y38E10A.24" "WBGene00012602"
"5329" "Y38F1A.1" "WBGene00012605"
"5330" "Y38F1A.2" "WBGene00012606"
"5331" "Y38F1A.6" "WBGene00012608"
"5332" "Y38F1A.7" "WBGene00012609"
"5333" "dct-16" "WBGene00012615"
"5334" "fbxa-149" "WBGene00012623"
"5335" "fbxa-150" "WBGene00012624"
"5336" "Y38H6C.14" "WBGene00012626"
"5337" "Y38H6C.15" "WBGene00012627"
"5338" "Y38H8A.2" "WBGene00012636"
"5339" "Y38H8A.3" "WBGene00012637"
"5340" "Y38H8A.4" "WBGene00012638"
"5341" "Y38H8A.7" "WBGene00012640"
"5342" "epg-6" "WBGene00012641"
"5343" "Y39A1A.2" "WBGene00012642"
"5344" "Y39A1A.3" "WBGene00012643"
"5345" "rabx-5" "WBGene00012644"
"5346" "mrpl-22" "WBGene00012645"
"5347" "lron-10" "WBGene00012646"
"5348" "swt-4" "WBGene00012647"
"5349" "orc-1" "WBGene00012650"
"5350" "orc-4" "WBGene00012651"
"5351" "Y39A1A.14" "WBGene00012652"
"5352" "Y39A1A.18" "WBGene00012656"
"5353" "Y39A1A.20" "WBGene00012657"
"5354" "Y39A1A.21" "WBGene00012658"
"5355" "Y39A1A.22" "WBGene00012659"
"5356" "Y39A1A.24" "WBGene00012660"
"5357" "Y39A1C.1" "WBGene00012662"
"5358" "hex-3" "WBGene00012663"
"5359" "Y39B6A.1" "WBGene00012664"
"5360" "pph-5" "WBGene00012665"
"5361" "Y39B6A.3" "WBGene00012666"
"5362" "Y39B6A.5" "WBGene00012668"
"5363" "Y39B6A.9" "WBGene00012671"
"5364" "Y39B6A.10" "WBGene00012672"
"5365" "dyf-17" "WBGene00012673"
"5366" "bed-1" "WBGene00012674"
"5367" "Y39B6A.13" "WBGene00012675"
"5368" "pro-3" "WBGene00012676"
"5369" "Y39B6A.16" "WBGene00012678"
"5370" "Y39B6A.18" "WBGene00012679"
"5371" "Y39B6A.25" "WBGene00012684"
"5372" "Y39B6A.30" "WBGene00012689"
"5373" "Y39B6A.31" "WBGene00012690"
"5374" "Y39B6A.33" "WBGene00012692"
"5375" "Y39B6A.34" "WBGene00012693"
"5376" "Y39B6A.36" "WBGene00012694"
"5377" "Y39B6A.37" "WBGene00012695"
"5378" "reps-1" "WBGene00012696"
"5379" "mrps-35" "WBGene00012697"
"5380" "Y39B6A.40" "WBGene00012698"
"5381" "Y39B6A.42" "WBGene00012700"
"5382" "Y39B6A.43" "WBGene00012701"
"5383" "ztf-20" "WBGene00012702"
"5384" "nhr-145" "WBGene00012703"
"5385" "Y39E4A.1" "WBGene00012711"
"5386" "ttm-1" "WBGene00012712"
"5387" "Y39E4A.3" "WBGene00012713"
"5388" "abce-1" "WBGene00012714"
"5389" "snpc-1.2" "WBGene00012715"
"5390" "Y39E4B.5" "WBGene00012716"
"5391" "Y39E4B.6" "WBGene00012717"
"5392" "dhhc-8" "WBGene00012718"
"5393" "Y39E4B.10" "WBGene00012719"
"5394" "Y39E4B.11" "WBGene00012720"
"5395" "Y39E4B.13" "WBGene00012721"
"5396" "Y39G8B.1" "WBGene00012722"
"5397" "Y39G8B.2" "WBGene00012723"
"5398" "xrn-1" "WBGene00012730"
"5399" "Y39G8C.2" "WBGene00012731"
"5400" "Y40B1A.1" "WBGene00012732"
"5401" "Y40B1A.2" "WBGene00012733"
"5402" "Y40B1A.3" "WBGene00012734"
"5403" "sptf-3" "WBGene00012735"
"5404" "eif-3.J" "WBGene00012738"
"5405" "Y40B1B.7" "WBGene00012739"
"5406" "Y40B1B.8" "WBGene00012740"
"5407" "Y40H4A.2" "WBGene00012741"
"5408" "Y40H7A.10" "WBGene00012747"
"5409" "Y41C4A.1" "WBGene00012749"
"5410" "Y41C4A.7" "WBGene00012754"
"5411" "Y41C4A.8" "WBGene00012755"
"5412" "Y41C4A.9" "WBGene00012756"
"5413" "Y41C4A.12" "WBGene00012758"
"5414" "sup-1" "WBGene00012759"
"5415" "Y41C4A.18" "WBGene00012761"
"5416" "Y41E3.1" "WBGene00012762"
"5417" "Y41E3.7" "WBGene00012765"
"5418" "Y41E3.8" "WBGene00012766"
"5419" "fcd-2" "WBGene00012767"
"5420" "eef-1B.2" "WBGene00012768"
"5421" "Y41E3.11" "WBGene00012769"
"5422" "Y42A5A.1" "WBGene00012776"
"5423" "Y42A5A.5" "WBGene00012780"
"5424" "nspd-7" "WBGene00012781"
"5425" "Y43C5A.2" "WBGene00012782"
"5426" "Y43C5A.4" "WBGene00012784"
"5427" "Y43C5B.2" "WBGene00012785"
"5428" "Y43C5B.3" "WBGene00012786"
"5429" "Y43D4A.1" "WBGene00012787"
"5430" "Y43D4A.3" "WBGene00012789"
"5431" "Y43D4A.4" "WBGene00012790"
"5432" "Y43E12A.2" "WBGene00012794"
"5433" "Y43E12A.3" "WBGene00012795"
"5434" "set-25" "WBGene00012802"
"5435" "Y43F4B.5" "WBGene00012803"
"5436" "Y43F4B.7" "WBGene00012804"
"5437" "Y43F4B.9" "WBGene00012806"
"5438" "Y43F4B.10" "WBGene00012807"
"5439" "Y43F8A.2" "WBGene00012809"
"5440" "Y43F8A.3" "WBGene00012810"
"5441" "Y43F8A.5" "WBGene00012811"
"5442" "Y43F8B.1" "WBGene00012812"
"5443" "Y43F8B.2" "WBGene00012813"
"5444" "Y43F8C.3" "WBGene00012825"
"5445" "Y43F8C.5" "WBGene00012827"
"5446" "Y43F8C.6" "WBGene00012828"
"5447" "Y43F8C.7" "WBGene00012829"
"5448" "mrps-28" "WBGene00012830"
"5449" "Y43F8C.9" "WBGene00012831"
"5450" "Y43F8C.13" "WBGene00012834"
"5451" "ani-3" "WBGene00012835"
"5452" "set-24" "WBGene00012845"
"5453" "Y44A6B.3" "WBGene00012848"
"5454" "ttr-13" "WBGene00012849"
"5455" "Y44A6C.1" "WBGene00012850"
"5456" "Y44A6D.3" "WBGene00012854"
"5457" "Y44A6D.5" "WBGene00012855"
"5458" "Y44F5A.1" "WBGene00012858"
"5459" "Y45F3A.1" "WBGene00012859"
"5460" "acdh-11" "WBGene00012860"
"5461" "Y45F3A.4" "WBGene00012861"
"5462" "tbc-9" "WBGene00012868"
"5463" "Y45F10B.2" "WBGene00012870"
"5464" "Y45F10B.3" "WBGene00012871"
"5465" "Y45F10B.8" "WBGene00012872"
"5466" "Y45F10B.9" "WBGene00012873"
"5467" "Y45F10B.13" "WBGene00012875"
"5468" "Y45F10C.1" "WBGene00012877"
"5469" "fbxa-215" "WBGene00012879"
"5470" "Y45F10D.4" "WBGene00012885"
"5471" "Y45F10D.7" "WBGene00012887"
"5472" "sas-6" "WBGene00012888"
"5473" "Y45F10D.10" "WBGene00012889"
"5474" "lact-9" "WBGene00012890"
"5475" "tbc-17" "WBGene00012894"
"5476" "cox-10" "WBGene00012895"
"5477" "snrp-200" "WBGene00012896"
"5478" "pisy-1" "WBGene00012897"
"5479" "Y46G5A.6" "WBGene00012898"
"5480" "Y46G5A.8" "WBGene00012900"
"5481" "cnp-2" "WBGene00012901"
"5482" "vps-2" "WBGene00012903"
"5483" "tiar-2" "WBGene00012904"
"5484" "Y46G5A.14" "WBGene00012905"
"5485" "Y46G5A.15" "WBGene00012906"
"5486" "cpt-1" "WBGene00012907"
"5487" "Y46G5A.18" "WBGene00012908"
"5488" "spds-1" "WBGene00012909"
"5489" "acl-7" "WBGene00012911"
"5490" "Y46G5A.22" "WBGene00012912"
"5491" "Y46G5A.29" "WBGene00012917"
"5492" "Y46G5A.34" "WBGene00012919"
"5493" "Y46G5A.35" "WBGene00012920"
"5494" "Y47D3A.1" "WBGene00012922"
"5495" "Y47D3A.5" "WBGene00012924"
"5496" "wht-8" "WBGene00012925"
"5497" "Y47D3A.13" "WBGene00012926"
"5498" "Y47D3A.14" "WBGene00012927"
"5499" "aakb-2" "WBGene00012928"
"5500" "rsks-1" "WBGene00012929"
"5501" "obr-1" "WBGene00012930"
"5502" "Y47D3A.20" "WBGene00012931"
"5503" "Y47D3A.21" "WBGene00012932"
"5504" "mcm-10" "WBGene00012935"
"5505" "Y47D3A.29" "WBGene00012936"
"5506" "Y47D3A.31" "WBGene00012937"
"5507" "Y47D3A.32" "WBGene00012938"
"5508" "bed-2" "WBGene00012943"
"5509" "Y47D3B.11" "WBGene00012944"
"5510" "Y47H9B.2" "WBGene00012946"
