"V1" "V11"
"5511" "dhhc-2" "WBGene00012948"
"5512" "Y47H9C.7" "WBGene00012950"
"5513" "Y47H9C.8" "WBGene00012951"
"5514" "fbxa-216" "WBGene00012953"
"5515" "fbxa-217" "WBGene00012954"
"5516" "Y47H9C.15" "WBGene00012957"
"5517" "Y47H10A.2" "WBGene00012958"
"5518" "Y47H10A.5" "WBGene00012961"
"5519" "Y48A6B.3" "WBGene00012964"
"5520" "exos-1" "WBGene00012966"
"5521" "kvs-4" "WBGene00012967"
"5522" "Y48A6B.7" "WBGene00012968"
"5523" "Y48A6B.9" "WBGene00012970"
"5524" "Y48A6B.10" "WBGene00012971"
"5525" "rsa-2" "WBGene00012972"
"5526" "spat-2" "WBGene00012973"
"5527" "Y48A6C.1" "WBGene00012974"
"5528" "Y48A6C.2" "WBGene00012975"
"5529" "sup-35" "WBGene00012976"
"5530" "Y48A6C.4" "WBGene00012977"
"5531" "Y48B6A.1" "WBGene00012978"
"5532" "Y48B6A.5" "WBGene00012979"
"5533" "efhd-1" "WBGene00012980"
"5534" "Y48B6A.10" "WBGene00012981"
"5535" "jmjd-2" "WBGene00012982"
"5536" "men-1" "WBGene00012983"
"5537" "Y48B6A.13" "WBGene00012984"
"5538" "Y48C3A.3" "WBGene00012987"
"5539" "ztf-22" "WBGene00012988"
"5540" "sam-10" "WBGene00012990"
"5541" "mrpl-20" "WBGene00012992"
"5542" "Y48C3A.12" "WBGene00012994"
"5543" "Y48C3A.14" "WBGene00012995"
"5544" "pinn-4" "WBGene00012996"
"5545" "Y48C3A.18" "WBGene00012997"
"5546" "Y48C3A.20" "WBGene00012998"
"5547" "rpoa-1" "WBGene00012999"
"5548" "ddl-2" "WBGene00013000"
"5549" "Y48E1B.2" "WBGene00013001"
"5550" "Y48E1B.3" "WBGene00013002"
"5551" "mrpl-37" "WBGene00013004"
"5552" "lin-38" "WBGene00013006"
"5553" "snx-14" "WBGene00013011"
"5554" "Y48E1C.1" "WBGene00013014"
"5555" "Y48E1C.2" "WBGene00013015"
"5556" "tbc-15" "WBGene00013016"
"5557" "Y48E1C.4" "WBGene00013017"
"5558" "Y48G10A.1" "WBGene00013018"
"5559" "Y48G10A.2" "WBGene00013019"
"5560" "Y48G10A.3" "WBGene00013020"
"5561" "Y48G10A.4" "WBGene00013021"
"5562" "cept-2" "WBGene00013024"
"5563" "glrx-5" "WBGene00013029"
"5564" "Y49E10.4" "WBGene00013030"
"5565" "Y49E10.7" "WBGene00013031"
"5566" "wht-9" "WBGene00013032"
"5567" "Y49E10.10" "WBGene00013033"
"5568" "tat-1" "WBGene00013034"
"5569" "Y49E10.16" "WBGene00013035"
"5570" "fbxa-218" "WBGene00013036"
"5571" "Y49E10.18" "WBGene00013037"
"5572" "ani-1" "WBGene00013038"
"5573" "scav-3" "WBGene00013039"
"5574" "Y49E10.21" "WBGene00013040"
"5575" "pstk-1" "WBGene00013041"
"5576" "cccp-1" "WBGene00013042"
"5577" "Y50E8A.2" "WBGene00013047"
"5578" "Y50E8A.5" "WBGene00013048"
"5579" "Y50E8A.6" "WBGene00013049"
"5580" "scrm-7" "WBGene00013052"
"5581" "Y50E8A.10" "WBGene00013053"
"5582" "Y50E8A.12" "WBGene00013055"
"5583" "Y51A2B.4" "WBGene00013068"
"5584" "Y51A2B.5" "WBGene00013069"
"5585" "Y51A2B.6" "WBGene00013070"
"5586" "hmit-1.1" "WBGene00013073"
"5587" "Y51A2D.7" "WBGene00013075"
"5588" "ttr-24" "WBGene00013077"
"5589" "Y51A2D.13" "WBGene00013080"
"5590" "Y51A2D.14" "WBGene00013081"
"5591" "grdn-1" "WBGene00013082"
"5592" "Y51A2D.18" "WBGene00013083"
"5593" "mpz-6" "WBGene00013085"
"5594" "Y51B9A.5" "WBGene00013087"
"5595" "Y51B9A.7" "WBGene00013089"
"5596" "Y51H1A.2" "WBGene00013093"
"5597" "Y51H1A.3" "WBGene00013094"
"5598" "ing-3" "WBGene00013095"
"5599" "mcd-1" "WBGene00013096"
"5600" "zip-7" "WBGene00013100"
"5601" "set-26" "WBGene00013106"
"5602" "Y51H4A.13" "WBGene00013107"
"5603" "Y51H4A.15" "WBGene00013109"
"5604" "Y51H4A.22" "WBGene00013116"
"5605" "spe-38" "WBGene00013121"
"5606" "Y52B11A.2" "WBGene00013122"
"5607" "Y52B11A.3" "WBGene00013123"
"5608" "Y52B11A.4" "WBGene00013124"
"5609" "Y52B11A.8" "WBGene00013127"
"5610" "Y52B11A.9" "WBGene00013128"
"5611" "Y52B11A.10" "WBGene00013129"
"5612" "strd-1" "WBGene00013132"
"5613" "hsf-2" "WBGene00013134"
"5614" "rga-2" "WBGene00013135"
"5615" "Y53C10A.5" "WBGene00013136"
"5616" "Y53C10A.6" "WBGene00013137"
"5617" "Y53C10A.10" "WBGene00013138"
"5618" "Y53C12A.3" "WBGene00013139"
"5619" "mop-25.2" "WBGene00013140"
"5620" "Y53C12A.7" "WBGene00013142"
"5621" "Y53C12B.1" "WBGene00013143"
"5622" "Y53C12B.2" "WBGene00013144"
"5623" "Y53C12B.7" "WBGene00013146"
"5624" "Y53F4A.2" "WBGene00013148"
"5625" "Y53F4B.3" "WBGene00013150"
"5626" "Y53F4B.4" "WBGene00013151"
"5627" "Y53F4B.8" "WBGene00013155"
"5628" "Y53F4B.9" "WBGene00013156"
"5629" "Y53F4B.11" "WBGene00013158"
"5630" "Y53F4B.13" "WBGene00013160"
"5631" "Y53F4B.18" "WBGene00013164"
"5632" "Y53F4B.19" "WBGene00013165"
"5633" "Y53F4B.21" "WBGene00013167"
"5634" "arp-1" "WBGene00013168"
"5635" "Y53F4B.24" "WBGene00013170"
"5636" "Y53F4B.36" "WBGene00013175"
"5637" "Y53F4B.39" "WBGene00013176"
"5638" "rsy-1" "WBGene00013177"
"5639" "Y53H1A.2" "WBGene00013178"
"5640" "cutl-10" "WBGene00013180"
"5641" "Y53H1B.2" "WBGene00013181"
"5642" "Y53H1C.3" "WBGene00013186"
"5643" "smg-9" "WBGene00013188"
"5644" "Y54E2A.4" "WBGene00013189"
"5645" "Y54E2A.5" "WBGene00013190"
"5646" "Y54E2A.7" "WBGene00013192"
"5647" "Y54E2A.8" "WBGene00013193"
"5648" "Y54E2A.9" "WBGene00013194"
"5649" "Y54E2A.10" "WBGene00013195"
"5650" "tbc-20" "WBGene00013196"
"5651" "ttm-5" "WBGene00013197"
"5652" "Y54E5A.2" "WBGene00013198"
"5653" "Y54E5A.5" "WBGene00013200"
"5654" "Y54E5A.6" "WBGene00013201"
"5655" "Y54E5A.7" "WBGene00013202"
"5656" "Y54E5A.8" "WBGene00013203"
"5657" "Y54E5B.2" "WBGene00013204"
"5658" "Y54G9A.5" "WBGene00013208"
"5659" "bub-3" "WBGene00013209"
"5660" "Y54G9A.7" "WBGene00013210"
"5661" "Y54G9A.9" "WBGene00013211"
"5662" "Y54G11A.1" "WBGene00013212"
"5663" "Y54G11A.2" "WBGene00013213"
"5664" "Y54G11A.3" "WBGene00013214"
"5665" "Y54G11A.7" "WBGene00013216"
"5666" "Y54G11A.11" "WBGene00013219"
"5667" "ctl-3" "WBGene00013220"
"5668" "Y54G11A.14" "WBGene00013221"
"5669" "efa-6" "WBGene00013223"
"5670" "Y55D9A.2" "WBGene00013224"
"5671" "Y56A3A.2" "WBGene00013225"
"5672" "faah-5" "WBGene00013226"
"5673" "Y56A3A.6" "WBGene00013227"
"5674" "Y56A3A.7" "WBGene00013228"
"5675" "Y56A3A.11" "WBGene00013231"
"5676" "faah-4" "WBGene00013232"
"5677" "Y56A3A.16" "WBGene00013235"
"5678" "Y56A3A.18" "WBGene00013236"
"5679" "Y56A3A.19" "WBGene00013237"
"5680" "trap-4" "WBGene00013238"
"5681" "Y56A3A.22" "WBGene00013239"
"5682" "Y56A3A.28" "WBGene00013240"
"5683" "ung-1" "WBGene00013241"
"5684" "Y56A3A.30" "WBGene00013242"
"5685" "Y56A3A.31" "WBGene00013243"
"5686" "Y56A3A.33" "WBGene00013244"
"5687" "Y57A10A.1" "WBGene00013246"
"5688" "Y57A10A.2" "WBGene00013247"
"5689" "Y57A10A.3" "WBGene00013248"
"5690" "Y57A10A.4" "WBGene00013249"
"5691" "Y57A10A.5" "WBGene00013250"
"5692" "Y57A10A.6" "WBGene00013251"
"5693" "Y57A10A.7" "WBGene00013252"
"5694" "Y57A10A.8" "WBGene00013253"
"5695" "Y57A10A.10" "WBGene00013255"
"5696" "Y57A10A.13" "WBGene00013256"
"5697" "polg-1" "WBGene00013258"
"5698" "trpp-5" "WBGene00013259"
"5699" "rsr-2" "WBGene00013260"
"5700" "Y57A10A.23" "WBGene00013263"
"5701" "parn-2" "WBGene00013265"
"5702" "Y57A10A.26" "WBGene00013266"
"5703" "Y57A10A.27" "WBGene00013267"
"5704" "Y57A10A.28" "WBGene00013268"
"5705" "Y57A10A.29" "WBGene00013269"
"5706" "Y57A10A.31" "WBGene00013270"
"5707" "aqp-12" "WBGene00013272"
"5708" "marc-5" "WBGene00013273"
"5709" "Y57A10B.7" "WBGene00013279"
"5710" "daf-22" "WBGene00013284"
"5711" "Y57G11A.4" "WBGene00013292"
"5712" "Y57G11B.3" "WBGene00013296"
"5713" "Y57G11B.5" "WBGene00013297"
"5714" "irld-18" "WBGene00013299"
"5715" "Y57G11C.3" "WBGene00013301"
"5716" "vti-1" "WBGene00013302"
"5717" "Y57G11C.6" "WBGene00013304"
"5718" "Y57G11C.9" "WBGene00013307"
"5719" "nuo-3" "WBGene00013308"
"5720" "sec-61" "WBGene00013311"
"5721" "hhat-2" "WBGene00013312"
"5722" "Y57G11C.23" "WBGene00013318"
"5723" "Y57G11C.33" "WBGene00013323"
"5724" "mrps-7" "WBGene00013324"
"5725" "Y57G11C.42" "WBGene00013331"
"5726" "Y57G11C.43" "WBGene00013332"
"5727" "Y57G11C.45" "WBGene00013334"
"5728" "Y57G11C.48" "WBGene00013337"
"5729" "phf-14" "WBGene00013339"
"5730" "tcc-1" "WBGene00013340"
"5731" "prp-6" "WBGene00013343"
"5732" "ebp-1" "WBGene00013344"
"5733" "Y59A8B.8" "WBGene00013345"
"5734" "Y59A8B.10" "WBGene00013347"
"5735" "fbxa-106" "WBGene00013348"
"5736" "Y59A8B.12" "WBGene00013349"
"5737" "slr-2" "WBGene00013350"
"5738" "lon-8" "WBGene00013352"
"5739" "Y59A8B.21" "WBGene00013353"
"5740" "snx-6" "WBGene00013354"
"5741" "gck-3" "WBGene00013355"
"5742" "clec-260" "WBGene00013357"
"5743" "Y60A3A.7" "WBGene00013358"
"5744" "Y60A3A.8" "WBGene00013359"
"5745" "Y60A3A.9" "WBGene00013360"
"5746" "fars-2" "WBGene00013361"
"5747" "Y60A3A.14" "WBGene00013362"
"5748" "Y60A3A.19" "WBGene00013365"
"5749" "Y60A3A.21" "WBGene00013366"
"5750" "Y62E10A.2" "WBGene00013373"
"5751" "Y62E10A.3" "WBGene00013374"
"5752" "srsx-25" "WBGene00013375"
"5753" "Y62E10A.6" "WBGene00013376"
"5754" "emc-3" "WBGene00013378"
"5755" "Y62E10A.13" "WBGene00013379"
"5756" "Y62E10A.14" "WBGene00013380"
"5757" "cyp-31A5" "WBGene00013381"
"5758" "gcl-1" "WBGene00013382"
"5759" "aptf-2" "WBGene00013383"
"5760" "Y62E10A.19" "WBGene00013385"
"5761" "Y62F5A.10" "WBGene00013388"
"5762" "Y62H9A.3" "WBGene00013391"
"5763" "Y62H9A.4" "WBGene00013392"
"5764" "Y62H9A.5" "WBGene00013393"
"5765" "Y62H9A.6" "WBGene00013394"
"5766" "Y62H9A.12" "WBGene00013400"
"5767" "Y63D3A.4" "WBGene00013405"
"5768" "Y63D3A.7" "WBGene00013406"
"5769" "Y63D3A.8" "WBGene00013407"
"5770" "fbxb-56" "WBGene00013409"
"5771" "Y65A5A.2" "WBGene00013419"
"5772" "Y66A7A.2" "WBGene00013422"
"5773" "Y66A7A.4" "WBGene00013424"
"5774" "ceh-91" "WBGene00013425"
"5775" "Y66A7A.7" "WBGene00013426"
"5776" "Y66D12A.3" "WBGene00013429"
"5777" "ceh-92" "WBGene00013431"
"5778" "Y66D12A.6" "WBGene00013432"
"5779" "Y66D12A.7" "WBGene00013433"
"5780" "Y66D12A.8" "WBGene00013434"
"5781" "Y66D12A.9" "WBGene00013435"
"5782" "Y66D12A.10" "WBGene00013436"
"5783" "Y66D12A.11" "WBGene00013437"
"5784" "ztf-29" "WBGene00013438"
"5785" "Y66D12A.14" "WBGene00013440"
"5786" "such-1" "WBGene00013443"
"5787" "Y66D12A.19" "WBGene00013445"
"5788" "Y66D12A.21" "WBGene00013446"
"5789" "nars-2" "WBGene00013447"
"5790" "Y66D12A.24" "WBGene00013448"
"5791" "Y67A6A.1" "WBGene00013449"
"5792" "Y67A10A.3" "WBGene00013452"
"5793" "paqr-3" "WBGene00013457"
"5794" "cpsf-3" "WBGene00013460"
"5795" "Y67H2A.2" "WBGene00013461"
"5796" "micu-1" "WBGene00013462"
"5797" "Y67H2A.5" "WBGene00013463"
"5798" "Y67H2A.7" "WBGene00013464"
"5799" "Y67H2A.10" "WBGene00013465"
"5800" "Y69E1A.1" "WBGene00013473"
"5801" "Y69E1A.2" "WBGene00013474"
"5802" "Y69E1A.3" "WBGene00013475"
"5803" "Y69E1A.4" "WBGene00013476"
"5804" "Y69E1A.5" "WBGene00013477"
"5805" "Y69E1A.8" "WBGene00013478"
"5806" "Y69H2.3" "WBGene00013481"
"5807" "Y69H2.7" "WBGene00013482"
"5808" "Y69H2.14" "WBGene00013489"
"5809" "clec-236" "WBGene00013495"
"5810" "hex-5" "WBGene00013497"
"5811" "Y70G10A.3" "WBGene00013499"
"5812" "usp-3" "WBGene00013506"
"5813" "Y71A12B.10" "WBGene00013507"
"5814" "Y71A12B.13" "WBGene00013510"
"5815" "Y71A12C.2" "WBGene00013513"
"5816" "Y73F4A.1" "WBGene00013514"
"5817" "Y73F8A.14" "WBGene00013523"
"5818" "Y73F8A.15" "WBGene00013524"
"5819" "Y73F8A.24" "WBGene00013529"
"5820" "ntl-11" "WBGene00013530"
"5821" "gyg-3" "WBGene00013535"
"5822" "Y73F8A.32" "WBGene00013536"
"5823" "Y73F8A.33" "WBGene00013537"
"5824" "tag-349" "WBGene00013538"
"5825" "Y75B8A.4" "WBGene00013541"
"5826" "Y75B8A.7" "WBGene00013544"
"5827" "Y75B8A.8" "WBGene00013545"
"5828" "Y75B8A.10" "WBGene00013547"
"5829" "Y75B8A.13" "WBGene00013549"
"5830" "Y75B8A.14" "WBGene00013550"
"5831" "Y75B8A.16" "WBGene00013551"
"5832" "gmn-1" "WBGene00013552"
"5833" "Y75B8A.18" "WBGene00013553"
"5834" "Y75B8A.19" "WBGene00013554"
"5835" "Y75B8A.23" "WBGene00013556"
"5836" "Y75B8A.24" "WBGene00013557"
"5837" "Y75B8A.25" "WBGene00013558"
"5838" "zip-12" "WBGene00013560"
"5839" "Y75B8A.31" "WBGene00013561"
"5840" "Y75B12B.1" "WBGene00013567"
"5841" "lron-13" "WBGene00013574"
"5842" "acs-5" "WBGene00013575"
"5843" "Y76A2B.4" "WBGene00013576"
"5844" "Y76A2B.5" "WBGene00013577"
"5845" "scav-2" "WBGene00013578"
"5846" "Y79H2A.2" "WBGene00013579"
"5847" "Y79H2A.3" "WBGene00013580"
"5848" "nhr-243" "WBGene00013584"
"5849" "Y80D3A.8" "WBGene00013586"
"5850" "Y80D3A.9" "WBGene00013587"
"5851" "Y80D3A.11" "WBGene00013589"
"5852" "Y81G3A.1" "WBGene00013590"
"5853" "gcn-2" "WBGene00013591"
"5854" "Y87G2A.1" "WBGene00013593"
"5855" "Y87G2A.2" "WBGene00013594"
"5856" "atg-4.1" "WBGene00013595"
"5857" "Y87G2A.7" "WBGene00013596"
"5858" "gpi-1" "WBGene00013597"
"5859" "vps-28" "WBGene00013598"
"5860" "Y87G2A.11" "WBGene00013599"
"5861" "Y87G2A.13" "WBGene00013601"
"5862" "Y87G2A.17" "WBGene00013603"
"5863" "Y87G2A.18" "WBGene00013604"
"5864" "Y95D11A.1" "WBGene00013605"
"5865" "cand-1" "WBGene00013606"
"5866" "fbxa-206" "WBGene00013610"
"5867" "Y102A5C.2" "WBGene00013611"
"5868" "fbxa-207" "WBGene00013612"
"5869" "Y105C5A.14" "WBGene00013638"
"5870" "Y105C5A.25" "WBGene00013644"
"5871" "Y105C5B.5" "WBGene00013647"
"5872" "Y105C5B.11" "WBGene00013651"
"5873" "sams-2" "WBGene00013652"
"5874" "Y105C5B.15" "WBGene00013654"
"5875" "Y105C5B.17" "WBGene00013656"
"5876" "Y105C5B.18" "WBGene00013657"
"5877" "Y105C5B.19" "WBGene00013658"
"5878" "Y105C5B.20" "WBGene00013659"
"5879" "Y105E8A.2" "WBGene00013667"
"5880" "Y105E8A.3" "WBGene00013668"
"5881" "Y105E8A.8" "WBGene00013669"
"5882" "hpo-13" "WBGene00013670"
"5883" "Y105E8A.11" "WBGene00013671"
"5884" "catp-1" "WBGene00013672"
"5885" "Y105E8A.13" "WBGene00013673"
"5886" "Y105E8A.14" "WBGene00013674"
"5887" "ekl-4" "WBGene00013676"
"5888" "Y105E8A.19" "WBGene00013677"
"5889" "Y105E8A.20" "WBGene00013678"
"5890" "Y105E8A.21" "WBGene00013679"
"5891" "rpom-1" "WBGene00013680"
"5892" "Y105E8A.24" "WBGene00013681"
"5893" "Y105E8A.25" "WBGene00013682"
"5894" "zoo-1" "WBGene00013683"
"5895" "Y105E8A.27" "WBGene00013684"
"5896" "Y105E8A.28" "WBGene00013685"
"5897" "Y105E8A.29" "WBGene00013686"
"5898" "exoc-8" "WBGene00013687"
"5899" "riok-2" "WBGene00013688"
"5900" "bath-40" "WBGene00013689"
"5901" "Y105E8B.5" "WBGene00013690"
"5902" "Y105E8B.6" "WBGene00013691"
"5903" "Y105E8B.7" "WBGene00013692"
"5904" "Y106G6A.1" "WBGene00013694"
"5905" "epg-8" "WBGene00013695"
"5906" "Y106G6A.4" "WBGene00013696"
"5907" "dsbn-1" "WBGene00013697"
"5908" "Y106G6D.3" "WBGene00013700"
"5909" "Y106G6D.4" "WBGene00013701"
"5910" "Y106G6D.7" "WBGene00013703"
"5911" "Y106G6E.1" "WBGene00013705"
"5912" "Y106G6E.2" "WBGene00013706"
"5913" "Y106G6E.3" "WBGene00013707"
"5914" "Y106G6E.4" "WBGene00013708"
"5915" "csnk-1" "WBGene00013709"
"5916" "Y106G6G.1" "WBGene00013710"
"5917" "Y106G6G.2" "WBGene00013711"
"5918" "dlc-6" "WBGene00013712"
"5919" "Y106G6G.4" "WBGene00013713"
"5920" "Y106G6H.1" "WBGene00013716"
"5921" "Y106G6H.5" "WBGene00013718"
"5922" "Y106G6H.6" "WBGene00013719"
"5923" "Y106G6H.8" "WBGene00013720"
"5924" "Y106G6H.13" "WBGene00013723"
"5925" "Y106G6H.14" "WBGene00013724"
"5926" "ska-1" "WBGene00013725"
"5927" "Y106G6H.16" "WBGene00013726"
"5928" "Y111B2A.1" "WBGene00013727"
"5929" "sql-1" "WBGene00013730"
"5930" "aakg-1" "WBGene00013732"
"5931" "Y111B2A.9" "WBGene00013733"
"5932" "Y111B2A.10" "WBGene00013734"
"5933" "Y111B2A.12" "WBGene00013735"
"5934" "Y111B2A.13" "WBGene00013736"
"5935" "tpst-1" "WBGene00013737"
"5936" "elpc-2" "WBGene00013738"
"5937" "spin-4" "WBGene00013739"
"5938" "hut-1" "WBGene00013740"
"5939" "Y111B2A.21" "WBGene00013741"
"5940" "Y111B2A.24" "WBGene00013742"
"5941" "Y111B2A.27" "WBGene00013744"
"5942" "spe-19" "WBGene00013747"
"5943" "Y113G7A.12" "WBGene00013749"
"5944" "fbxa-115" "WBGene00013755"
"5945" "ftr-1" "WBGene00013756"
"5946" "fbxa-114" "WBGene00013758"
"5947" "cdkr-3" "WBGene00013765"
"5948" "prmt-1" "WBGene00013766"
"5949" "sld-5" "WBGene00013768"
"5950" "Y113G7C.1" "WBGene00013771"
"5951" "Y116A8A.4" "WBGene00013775"
"5952" "Y116A8A.6" "WBGene00013776"
"5953" "nep-23" "WBGene00013785"
"5954" "Y116A8C.8" "WBGene00013788"
"5955" "Y116A8C.9" "WBGene00013789"
"5956" "Y116A8C.10" "WBGene00013790"
"5957" "Y116A8C.13" "WBGene00013792"
"5958" "athp-3" "WBGene00013799"
"5959" "Y116A8C.23" "WBGene00013800"
"5960" "Y116A8C.24" "WBGene00013801"
"5961" "Y116A8C.25" "WBGene00013802"
"5962" "snx-13" "WBGene00013803"
"5963" "Y116A8C.27" "WBGene00013804"
"5964" "bca-2" "WBGene00013805"
"5965" "Y116A8C.30" "WBGene00013807"
"5966" "sfa-1" "WBGene00013808"
"5967" "Y116A8C.33" "WBGene00013809"
"5968" "Y116A8C.37" "WBGene00013810"
"5969" "Y116A8C.38" "WBGene00013811"
"5970" "Y116F11B.7" "WBGene00013823"
"5971" "Y116F11B.8" "WBGene00013824"
"5972" "Y116F11B.9" "WBGene00013825"
"5973" "Y116F11B.10" "WBGene00013826"
"5974" "Y116F11B.13" "WBGene00013828"
"5975" "Y116F11B.14" "WBGene00013829"
"5976" "ZC15.1" "WBGene00013830"
"5977" "cls-3" "WBGene00013847"
"5978" "cyc-2.2" "WBGene00013854"
"5979" "ZC116.3" "WBGene00013855"
"5980" "orc-5" "WBGene00013857"
"5981" "ssp-34" "WBGene00013858"
"5982" "ZC247.1" "WBGene00013859"
"5983" "ZC247.2" "WBGene00013860"
"5984" "wdr-5.3" "WBGene00013862"
"5985" "ZC302.3" "WBGene00013863"
"5986" "cbs-1" "WBGene00013866"
"5987" "ZC373.2" "WBGene00013867"
"5988" "ZC373.3" "WBGene00013868"
"5989" "ZC373.4" "WBGene00013869"
"5990" "ZC373.5" "WBGene00013870"
"5991" "ZC376.2" "WBGene00013874"
"5992" "ceh-74" "WBGene00013876"
"5993" "ZC376.6" "WBGene00013877"
"5994" "atfs-1" "WBGene00013878"
"5995" "ZC376.8" "WBGene00013879"
"5996" "mppb-1" "WBGene00013880"
"5997" "mans-4" "WBGene00013881"
"5998" "ZC410.5" "WBGene00013882"
"5999" "ZC412.5" "WBGene00013886"
"6000" "nspa-5" "WBGene00013887"
"6001" "nspa-3" "WBGene00013888"
"6002" "ZC412.9" "WBGene00013890"
"6003" "ZC434.4" "WBGene00013892"
"6004" "ZC434.7" "WBGene00013893"
"6005" "ZC434.8" "WBGene00013894"
"6006" "ZC434.9" "WBGene00013895"
"6007" "ZC443.3" "WBGene00013898"
"6008" "ZC504.3" "WBGene00013917"
"6009" "ZC506.1" "WBGene00013919"
"6010" "pssy-1" "WBGene00013920"
"6011" "best-22" "WBGene00013921"
"6012" "rad-23" "WBGene00013924"
"6013" "ZK20.4" "WBGene00013925"
"6014" "nep-1" "WBGene00013926"
"6015" "ZK131.11" "WBGene00013934"
"6016" "ZK228.3" "WBGene00013946"
"6017" "ZK228.4" "WBGene00013947"
"6018" "ZK262.4" "WBGene00013951"
"6019" "ZK265.3" "WBGene00013956"
"6020" "ZK265.6" "WBGene00013958"
"6021" "sulp-8" "WBGene00013963"
"6022" "ZK287.4" "WBGene00013965"
"6023" "ztf-9" "WBGene00013966"
"6024" "ZK287.7" "WBGene00013967"
"6025" "ZK507.1" "WBGene00013978"
"6026" "ZK507.3" "WBGene00013979"
"6027" "dos-1" "WBGene00013980"
"6028" "ZK512.2" "WBGene00013983"
"6029" "ZK512.4" "WBGene00013984"
"6030" "sec-16" "WBGene00013985"
"6031" "ZK512.7" "WBGene00013986"
"6032" "ZK512.8" "WBGene00013987"
"6033" "ZK512.10" "WBGene00013988"
"6034" "ZK512.11" "WBGene00013989"
"6035" "ZK524.4" "WBGene00013994"
"6036" "mboa-5" "WBGene00013995"
"6037" "ZK550.2" "WBGene00013996"
"6038" "ZK550.3" "WBGene00013997"
"6039" "ZK550.4" "WBGene00013998"
"6040" "ZK550.5" "WBGene00013999"
"6041" "ZK550.6" "WBGene00014000"
"6042" "pyk-2" "WBGene00014001"
"6043" "ZK593.3" "WBGene00014003"
"6044" "fic-1" "WBGene00014004"
"6045" "ZK593.9" "WBGene00014005"
"6046" "ZK596.2" "WBGene00014007"
"6047" "ZK632.2" "WBGene00014011"
"6048" "riok-3" "WBGene00014012"
"6049" "ZK632.4" "WBGene00014013"
"6050" "ZK632.5" "WBGene00014014"
"6051" "panl-3" "WBGene00014015"
"6052" "ZK632.9" "WBGene00014016"
"6053" "ZK632.10" "WBGene00014017"
"6054" "ZK632.11" "WBGene00014018"
"6055" "ZK632.12" "WBGene00014019"
"6056" "ZK632.14" "WBGene00014020"
"6057" "svop-1" "WBGene00014021"
"6058" "ZK637.2" "WBGene00014022"
"6059" "tag-256" "WBGene00014023"
"6060" "asna-1" "WBGene00014025"
"6061" "tpk-1" "WBGene00014027"
"6062" "trxr-2" "WBGene00014028"
"6063" "ZK637.12" "WBGene00014029"
"6064" "glb-1" "WBGene00014030"
"6065" "ZK637.14" "WBGene00014031"
"6066" "ZK637.15" "WBGene00014032"
"6067" "ZK643.2" "WBGene00014034"
"6068" "seb-2" "WBGene00014035"
"6069" "ZK643.5" "WBGene00014036"
"6070" "ZK666.2" "WBGene00014042"
"6071" "ZK666.8" "WBGene00014048"
"6072" "spv-1" "WBGene00014051"
"6073" "ZK669.2" "WBGene00014052"
"6074" "ZK669.3" "WBGene00014053"
"6075" "ZK669.4" "WBGene00014054"
"6076" "ZK673.1" "WBGene00014057"
"6077" "ZK673.2" "WBGene00014058"
"6078" "ZK673.4" "WBGene00014060"
"6079" "ZK673.6" "WBGene00014062"
"6080" "ZK678.3" "WBGene00014069"
"6081" "dhhc-4" "WBGene00014075"
"6082" "ZK792.1" "WBGene00014076"
"6083" "ZK792.4" "WBGene00014077"
"6084" "ZK792.5" "WBGene00014078"
"6085" "ZK792.7" "WBGene00014079"
"6086" "atg-4.2" "WBGene00014080"
"6087" "ZK795.1" "WBGene00014081"
"6088" "ZK795.2" "WBGene00014082"
"6089" "ZK795.3" "WBGene00014083"
"6090" "snb-7" "WBGene00014084"
"6091" "ZK809.1" "WBGene00014085"
"6092" "ZK809.3" "WBGene00014086"
"6093" "ZK809.5" "WBGene00014087"
"6094" "ZK809.8" "WBGene00014088"
"6095" "ZK822.2" "WBGene00014090"
"6096" "ZK822.4" "WBGene00014091"
"6097" "ZK822.5" "WBGene00014092"
"6098" "gdh-1" "WBGene00014095"
"6099" "ZK829.7" "WBGene00014096"
"6100" "ZK829.9" "WBGene00014097"
"6101" "ZK836.2" "WBGene00014098"
"6102" "ZK836.3" "WBGene00014099"
"6103" "best-25" "WBGene00014102"
"6104" "best-26" "WBGene00014103"
"6105" "ZK849.6" "WBGene00014104"
"6106" "ZK856.5" "WBGene00014106"
"6107" "ZK856.7" "WBGene00014108"
"6108" "ZK856.8" "WBGene00014109"
"6109" "rpc-25" "WBGene00014111"
"6110" "ZK856.11" "WBGene00014112"
"6111" "hpo-40" "WBGene00014113"
"6112" "tftc-3" "WBGene00014114"
"6113" "gld-4" "WBGene00014115"
"6114" "ZK858.2" "WBGene00014116"
"6115" "clec-91" "WBGene00014117"
"6116" "ZK858.7" "WBGene00014120"
"6117" "ZK858.8" "WBGene00014121"
"6118" "elpc-3" "WBGene00014123"
"6119" "ZK863.4" "WBGene00014124"
"6120" "ZK892.3" "WBGene00014127"
"6121" "ZK892.4" "WBGene00014128"
"6122" "ZK892.5" "WBGene00014129"
"6123" "ZK892.6" "WBGene00014130"
"6124" "clec-187" "WBGene00014137"
"6125" "clec-186" "WBGene00014138"
"6126" "nstp-5" "WBGene00014139"
"6127" "ZK899.1" "WBGene00014140"
"6128" "ZK899.2" "WBGene00014141"
"6129" "ZK909.3" "WBGene00014148"
